ad_id,ad_name,campaign_id,campaign_name,adgroup_id,adgroup_name,create_time,modify_time,creative_type,image_mode,ad_format,display_name,vertical_video_strategy,interactive_motion_id,card_id,end_card_cta,call_to_action_id,identity_id,identity_type,image_ids,video_id,operation_status,secondary_status,is_addon,addon_kind
1864590839394770,(신)_부평_진료셀프캠_쉬운다이어트함정_260508,1863882258827649,2605_다이트_전환캠페인,1863882775668914,2605_DB 전환_부평,2026-05-08 03:54:48,2026-05-16 04:48:59,,,SINGLE_VIDEO,다이트한의원,,,7637029936834382868,,7637364274729339922,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/4bf217b2d887e1f275910b487a465120""]",v10033g50000d7ulqpvog65sjuomk0t0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864590839394754,(신)_부평_진료셀프캠_다이어트 실패 진짜 이유_260508,1863882258827649,2605_다이트_전환캠페인,1863882775668914,2605_DB 전환_부평,2026-05-08 03:54:48,2026-05-16 04:48:59,,,SINGLE_VIDEO,다이트한의원,,,7637029936834382868,,7637364274729323538,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/6e37c9dfdc8ca97b1d713081434aa5fd""]",v10033g50000d7ulprfog65j1gd43920,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864590796987458,(신)_대전_진료셀프캠_쉬운다이어트함정_260508,1863882258827649,2605_다이트_전환캠페인,1863882775672034,2605_DB 전환_대전,2026-05-08 03:59:53,2026-05-16 04:48:57,,,SINGLE_VIDEO,다이트한의원,,,7637029907089083412,,7637365622581546002,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/4bf217b2d887e1f275910b487a465120""]",v10033g50000d7ulqpvog65sjuomk0t0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864590796986642,(신)_대전_진료셀프캠_다이어트 실패 진짜 이유_260508,1863882258827649,2605_다이트_전환캠페인,1863882775672034,2605_DB 전환_대전,2026-05-08 03:59:53,2026-05-16 04:48:57,,,SINGLE_VIDEO,다이트한의원,,,7637029907089083412,,7637365622581529618,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/6e37c9dfdc8ca97b1d713081434aa5fd""]",v10033g50000d7ulprfog65j1gd43920,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864590729418033,(신)_서울_진료셀프캠_쉬운다이어트함정_260508,1863882258827649,2605_다이트_전환캠페인,1863882575292497,2605_DB 전환_서울,2026-05-08 03:53:18,2026-05-16 04:48:59,,,SINGLE_VIDEO,다이트한의원,,,7637029936834382868,,7637363877851843592,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/4bf217b2d887e1f275910b487a465120""]",v10033g50000d7ulqpvog65sjuomk0t0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864590729418017,(신)_서울_진료셀프캠_다이어트 실패 진짜 이유_260508,1863882258827649,2605_다이트_전환캠페인,1863882575292497,2605_DB 전환_서울,2026-05-08 03:53:18,2026-05-16 04:48:59,,,SINGLE_VIDEO,다이트한의원,,,7637029936834382868,,7637363877851827208,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/6e37c9dfdc8ca97b1d713081434aa5fd""]",v10033g50000d7ulprfog65j1gd43920,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864590457983042,(신)_부산_진료셀프캠_쉬운다이어트함정_260508,1863882258827649,2605_다이트_전환캠페인,1864504138064065,2605_DB_전환_부산,2026-05-08 03:50:51,2026-05-16 04:48:59,,,SINGLE_VIDEO,다이트한의원,,,7637029936834382868,,7637363310043630599,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/4bf217b2d887e1f275910b487a465120""]",v10033g50000d7ulqpvog65sjuomk0t0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864590457982002,(신)_부산_진료셀프캠_다이어트 실패 진짜 이유_260508,1863882258827649,2605_다이트_전환캠페인,1864504138064065,2605_DB_전환_부산,2026-05-08 03:50:51,2026-05-16 04:48:59,,,SINGLE_VIDEO,다이트한의원,,,7637029936834382868,,7637363310043614215,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/6e37c9dfdc8ca97b1d713081434aa5fd""]",v10033g50000d7ulprfog65j1gd43920,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864506292050017,(재)_대구_진료셀프캠_식욕억제주사실패 마지막_260407,1863882258827649,2605_다이트_전환캠페인,1863882775670930,2605_DB 전환_대구,2026-05-07 05:34:58,2026-05-16 04:48:59,,,SINGLE_VIDEO,다이트한의원,,,7637036660332678164,,7637053012006980629,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/a5c422f7fd16a9e0aac28156a7424f81""]",v10033g50000d7a75gfog65g1f5kmftg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864506292049137,(신)_대구_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1863882258827649,2605_다이트_전환캠페인,1863882775670930,2605_DB 전환_대구,2026-05-07 05:34:58,2026-05-16 04:48:59,,,SINGLE_VIDEO,다이트한의원,,,7637036729509202965,,7637053032085097493,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/o4pFQlAoOBNIHAFNpBMQb12B1gDLg8fcw9fDEE""]",v10033g50000d607ujnog65kq3cmc6h0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864505985567745,(신)_창원_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1863882258827649,2605_다이트_전환캠페인,1863882775670962,2605_DB 전환_창원,2026-05-07 05:31:47,2026-05-16 04:49:02,,,SINGLE_VIDEO,다이트한의원,,,7637036698261703700,,7637052155924417557,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/o4pFQlAoOBNIHAFNpBMQb12B1gDLg8fcw9fDEE""]",v10033g50000d607ujnog65kq3cmc6h0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864505985565809,(재)_창원_진료셀프캠_식욕억제주사실패 마지막_260407,1863882258827649,2605_다이트_전환캠페인,1863882775670962,2605_DB 전환_창원,2026-05-07 05:31:47,2026-05-16 04:49:02,,,SINGLE_VIDEO,다이트한의원,,,7637036671317494804,,7637051973853858836,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/a5c422f7fd16a9e0aac28156a7424f81""]",v10033g50000d7a75gfog65g1f5kmftg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864505985541169,(신)_천안_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1863882258827649,2605_다이트_전환캠페인,1863882775672002,2605_DB 전환_천안,2026-05-07 05:30:14,2026-05-16 04:49:02,,,SINGLE_VIDEO,다이트한의원,,,7637036662530296853,,7637051427931687957,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/o4pFQlAoOBNIHAFNpBMQb12B1gDLg8fcw9fDEE""]",v10033g50000d607ujnog65kq3cmc6h0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864505985541153,(재)_천안_진료셀프캠_식욕억제주사실패 마지막_260407,1863882258827649,2605_다이트_전환캠페인,1863882775672002,2605_DB 전환_천안,2026-05-07 05:30:14,2026-05-16 04:49:02,,,SINGLE_VIDEO,다이트한의원,,,7637036707564506132,,7637051382217903124,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/okXTyBWpuAMAEbfbAQWsq5gMD8lfZYOQDGCeog""]",v10033g50000d7a75gfog65g1f5kmftg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864505816899826,(신)_수원_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1863882258827649,2605_다이트_전환캠페인,1863882775669778,2605_DB 전환_수원,2026-05-07 05:25:13,2026-05-16 04:49:02,,,SINGLE_VIDEO,다이트한의원,,,7637029676083694612,,7637049858867645460,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/o4pFQlAoOBNIHAFNpBMQb12B1gDLg8fcw9fDEE""]",v10033g50000d607ujnog65kq3cmc6h0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864505816899810,(재)_수원_진료셀프캠_식욕억제주사실패 마지막_260407,1863882258827649,2605_다이트_전환캠페인,1863882775669778,2605_DB 전환_수원,2026-05-07 05:25:13,2026-05-16 04:49:02,,,SINGLE_VIDEO,다이트한의원,,,7637029544260832276,,7637049799967116308,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/a5c422f7fd16a9e0aac28156a7424f81""]",v10033g50000d7a75gfog65g1f5kmftg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864505802345521,(신)_대전_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1863882258827649,2605_다이트_전환캠페인,1863882775672034,2605_DB 전환_대전,2026-05-07 05:27:29,2026-05-16 04:49:02,,,SINGLE_VIDEO,다이트한의원,,,7637029419665099797,,7637050599934151701,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/o4pFQlAoOBNIHAFNpBMQb12B1gDLg8fcw9fDEE""]",v10033g50000d607ujnog65kq3cmc6h0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864505802345505,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260407,1863882258827649,2605_다이트_전환캠페인,1863882775672034,2605_DB 전환_대전,2026-05-07 05:27:29,2026-05-16 04:49:02,,,SINGLE_VIDEO,다이트한의원,,,7637029422315801620,,7637050534574296085,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/a5c422f7fd16a9e0aac28156a7424f81""]",v10033g50000d7a75gfog65g1f5kmftg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864505574525953,(신)_일산_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1863882258827649,2605_다이트_전환캠페인,1863882775669810,2605_DB 전환_일산,2026-05-07 05:22:43,2026-05-16 04:49:02,,,SINGLE_VIDEO,다이트한의원,,,7637029675898883093,,7637048668498988053,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/o4pFQlAoOBNIHAFNpBMQb12B1gDLg8fcw9fDEE""]",v10033g50000d607ujnog65kq3cmc6h0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864505574525201,(재)_일산_진료셀프캠_식욕억제주사실패 마지막_260407,1863882258827649,2605_다이트_전환캠페인,1863882775669810,2605_DB 전환_일산,2026-05-07 05:22:43,2026-05-16 04:49:02,,,SINGLE_VIDEO,다이트한의원,,,7637029419664788501,,7637048447874419733,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/a5c422f7fd16a9e0aac28156a7424f81""]",v10033g50000d7a75gfog65g1f5kmftg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864504990482738,(신)_서울_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1863882258827649,2605_다이트_전환캠페인,1863882575292497,2605_DB 전환_서울,2026-05-07 05:13:47,2026-05-16 04:49:05,,,SINGLE_VIDEO,다이트한의원,,,7637026472494435348,,7637046828894145557,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/o4pFQlAoOBNIHAFNpBMQb12B1gDLg8fcw9fDEE""]",v10033g50000d607ujnog65kq3cmc6h0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864504990482722,(재)_서울_진료셀프캠_식욕억제주사실패 마지막_260407,1863882258827649,2605_다이트_전환캠페인,1863882575292497,2605_DB 전환_서울,2026-05-07 05:13:47,2026-05-16 04:49:05,,,SINGLE_VIDEO,다이트한의원,,,7637029422315310100,,7637046763311860756,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/a5c422f7fd16a9e0aac28156a7424f81""]",v10033g50000d7a75gfog65g1f5kmftg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864504811014609,(신)_부평_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1863882258827649,2605_다이트_전환캠페인,1863882775668914,2605_DB 전환_부평,2026-05-07 05:15:44,2026-05-16 04:49:05,,,SINGLE_VIDEO,다이트한의원,,,7637029429814758420,,7637047690597043220,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/o4pFQlAoOBNIHAFNpBMQb12B1gDLg8fcw9fDEE""]",v10033g50000d607ujnog65kq3cmc6h0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864504811014593,(재)_부평_진료셀프캠_식욕억제주사실패 마지막_260407,1863882258827649,2605_다이트_전환캠페인,1863882775668914,2605_DB 전환_부평,2026-05-07 05:15:44,2026-05-16 04:49:05,,,SINGLE_VIDEO,다이트한의원,,,7637026472494533652,,7637047262052387861,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/okXTyBWpuAMAEbfbAQWsq5gMD8lfZYOQDGCeog""]",v10033g50000d7a75gfog65g1f5kmftg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1864504511482193,(신)_부산_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1863882258827649,2605_다이트_전환캠페인,1864504138064065,2605_DB_전환_부산,2026-05-07 05:09:53,2026-05-16 04:49:05,,,SINGLE_VIDEO,다이트한의원,,,,,7637012259243363348,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/okyh9AfqQeIBBGN3DYgVEsiiWGa6NpzTBtBYBm""]",v10033g50000d7phicfog65tgqimpq0g,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,False,
1864504498238466,(신)_부산_의료진정보_주사형비만치료제 10년은_260116,1863882258827649,2605_다이트_전환캠페인,1864504138064065,2605_DB_전환_부산,2026-05-07 05:09:53,2026-05-16 04:49:05,,,SINGLE_VIDEO,다이트한의원,,,,,7637012259243346964,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/oEJpB9KAOADeBNzvgEFWosQDMfRAMrrEBDBWiI""]",v10033g50000d6hb537og65u4k80o0b0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,False,
1864504475899377,(재)_부산_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1863882258827649,2605_다이트_전환캠페인,1864504138064065,2605_DB_전환_부산,2026-05-07 05:09:53,2026-05-16 04:49:05,,,SINGLE_VIDEO,다이트한의원,,,,,7637012259243396116,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/okEEzpwDMBZZggNq9VIA3iiBDIBcseBthfDlcQ""]",v10033g50000d7pi3ivog65tgqin1c1g,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,False,
1864504376429922,(신)_부산_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1863882258827649,2605_다이트_전환캠페인,1864504138064065,2605_DB_전환_부산,2026-05-07 05:09:53,2026-05-16 04:49:05,,,SINGLE_VIDEO,다이트한의원,,,,,7637012259243379732,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/a41ae1596f3783436c83ebe3ee57fe5b""]",v10033g50000d607ujnog65kq3cmc6h0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,False,
1864504180206866,(재)_부산_진료셀프캠_다이어트의적 밥빵면_260407,1863882258827649,2605_다이트_전환캠페인,1864504138064065,2605_DB_전환_부산,2026-05-07 05:09:53,2026-05-16 04:49:05,,,SINGLE_VIDEO,다이트한의원,,,,,7637012259243412500,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/ocFFmDBUIfNQt1i31fl96QQWpuJGFD5ovCEgAB""]",v10033g50000d6ugqtvog65iv8lck2pg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,False,
1864504082579569,(재)_부산_진료셀프캠_식욕억제주사실패 마지막_260407,1863882258827649,2605_다이트_전환캠페인,1864504138064065,2605_DB_전환_부산,2026-05-07 05:09:53,2026-05-16 04:49:05,,,SINGLE_VIDEO,다이트한의원,,,,,7637012259243428884,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/a5c422f7fd16a9e0aac28156a7424f81""]",v10033g50000d7a75gfog65g1f5kmftg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,False,
1863887889389617,(재)_대구_진료셀프캠_10kg성공공식_260501,1863882258827649,2605_다이트_전환캠페인,1863882775670930,2605_DB 전환_대구,2026-04-30 09:44:05,2026-05-16 04:49:09,,,SINGLE_VIDEO,다이트한의원,,,7637036671317625876,,7637053077870234644,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/osArAEafkibMlBMBE0iB4LPcIR5dwQQvAozuPm""]",v10033g50000d7ph1e7og65oirq0uqe0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1863887889389601,(재)_대구_진료셀프캠_식욕억제주사이길수없는_260501,1863882258827649,2605_다이트_전환캠페인,1863882775670930,2605_DB 전환_대구,2026-04-30 09:44:05,2026-05-16 04:49:09,,,SINGLE_VIDEO,다이트한의원,,,7637036681543355413,,7637053104826960917,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/oYEzIBBCNFi8AkDpSFzhfel70cwDWEDgQ0xxBa""]",v10033g50000d7phe5nog65o4ne5kuq0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1863887889389585,(신)_대구_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1863882258827649,2605_다이트_전환캠페인,1863882775670930,2605_DB 전환_대구,2026-04-30 09:44:05,2026-05-16 04:49:09,,,SINGLE_VIDEO,다이트한의원,,,7637036680255605781,,7637053180836203540,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/oEzA3IYwwGBR9NdULaBcAEaLUYPLTAYicAicv""]",v10033g50000d77l3gnog65gehj0m05g,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1863887889389569,(재)_대구_진료셀프캠_다이어트의적 밥빵면_260407,1863882258827649,2605_다이트_전환캠페인,1863882775670930,2605_DB 전환_대구,2026-04-30 09:44:05,2026-05-16 04:49:09,,,SINGLE_VIDEO,다이트한의원,,,7637036680257358868,,7637053012153879573,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/oIQDcvCt4F9WABQJkp0PNjgixEItfB5DQ6GKof""]",v10033g50000d6ugojvog65qe3i9tslg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
1863887889388849,"(재)_대구_인플방문후기_굶지않는다이어트(전지점, 창원잇츠)_260501",1863882258827649,2605_다이트_전환캠페인,1863882775670930,2605_DB 전환_대구,2026-04-30 09:44:05,2026-05-16 04:49:09,,,SINGLE_VIDEO,다이트한의원,,,,,7634485719439805447,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/osABzivAYfRABGFLmPyAMTB2woi9AzKIv0b1Et""]",v10033g50000d7phg07og65m8smmvfmg,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,False,
1863887864035458,(재)_대구_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1863882258827649,2605_다이트_전환캠페인,1863882775670930,2605_DB 전환_대구,2026-04-30 09:44:05,2026-05-16 04:49:09,,,SINGLE_VIDEO,다이트한의원,,,7637036680257342484,,7637053012153830421,a00d3f86-d1f6-5187-a4b9-c096bec78c8c,BC_AUTH_TT,"[""tos-alisg-p-0051c001-sg/oIIeQCBJNojnATDpQFskfRkmEG1DMEygQ5qZBM""]",v10033g50000d6fa337og65qk4q7p8h0,DISABLE,AD_STATUS_CAMPAIGN_DISABLE,True,display_card
